file_name,publishable,features,evaluation_results
P052.pdf,Yes,"[0.457770973443985, 1, 0.4657328128814697, 1, 0.6019452214241028, 1, 1, 0.5417852401733398, 1, 0.55550616979599, 1]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.457770973443985}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.4657328128814697}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.6019452214241028}, 'Results': {'summary': 'results; it merely employs certain criteria to select a', 'factual_verification': 'Verified', 'coherence_with_overall': 0.5417852401733398}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.55550616979599}}"
P076.pdf,Yes,"[0.18464085459709167, 1, 0.2364121973514557, 1, 0.31092655658721924, 1, 1, 0.8269495964050293, 1, 0.2820856273174286, 1]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.18464085459709167}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.2364121973514557}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.31092655658721924}, 'Results': {'summary': 'results, including the emergence of complex patterns and unpredictable behavior.', 'factual_verification': 'Verified', 'coherence_with_overall': 0.8269495964050293}, 'Conclusion': {'summary': 'conclusions serve as', 'factual_verification': 'Verified', 'coherence_with_overall': 0.2820856273174286}}"
P061.pdf,Yes,"[0.34921783208847046, 1, 0.3336241841316223, 1, 0.5590715408325195, 1, 1, 0.6983143091201782, 1, 0.5258588790893555, 1]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.34921783208847046}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.3336241841316223}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.5590715408325195}, 'Results': {'summary': 'results, the mechanism by which these methods prevent', 'factual_verification': 'Verified', 'coherence_with_overall': 0.6983143091201782}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.5258588790893555}}"
P046.pdf,Yes,"[0.42168012261390686, 1, 0.4527355134487152, 1, 0.7245102524757385, 1, 0.5217187404632568, 1, 0, 0]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.42168012261390686}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.4527355134487152}, 'Results': {'summary': 'results in attacks that are', 'factual_verification': 'Verified', 'coherence_with_overall': 0.7245102524757385}, 'Conclusion': {'summary': 'Conclusion and Future Work', 'factual_verification': 'Verified', 'coherence_with_overall': 0.5217187404632568}}"
P034.pdf,Yes,"[0.2415464222431183, 1, 0.16457578539848328, 1, 0.2567564845085144, 1, 1, 0.30606013536453247, 1, 0.7944822907447815, 1]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.2415464222431183}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.16457578539848328}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.2567564845085144}, 'Results': {'summary': 'results across', 'factual_verification': 'Verified', 'coherence_with_overall': 0.30606013536453247}, 'Conclusion': {'summary': 'conclusion, DPN offers the most significant improvements when', 'factual_verification': 'Verified', 'coherence_with_overall': 0.7944822907447815}}"
P059.pdf,Yes,"[0.2024439424276352, 1, 0.13807861506938934, 1, 0.8192570209503174, 1, 0.36041539907455444, 1, 0, 0]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.2024439424276352}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.13807861506938934}, 'Results': {'summary': 'results demonstrate that positional encoding helps RNNs manage a', 'factual_verification': 'Verified', 'coherence_with_overall': 0.8192570209503174}, 'Discussion': {'summary': 'Discussion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.36041539907455444}}"
P029.pdf,Yes,"[0.1544923484325409, 1, 0.13431896269321442, 1, 0.17318831384181976, 1, 0.9373944997787476, 1, 0, 0]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.1544923484325409}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.13431896269321442}, 'Results': {'summary': 'results.', 'factual_verification': 'Verified', 'coherence_with_overall': 0.17318831384181976}, 'Conclusion': {'summary': 'conclusion, ""AI cannot be the President of the US just yet, considering both latency and', 'factual_verification': 'Verified', 'coherence_with_overall': 0.9373944997787476}}"
P039.pdf,Yes,"[0.12314528971910477, 1, 0.6760085821151733, 1, 0.18472915887832642, 1, 1, 0.23433196544647217, 1, 0.3170202374458313, 1, 0.47242218255996704, 1]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.12314528971910477}, 'Introduction': {'summary': 'introduction of Non-Euclidean Topology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.6760085821151733}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.18472915887832642}, 'Results': {'summary': 'results, suggesting a potential correlation', 'factual_verification': 'Verified', 'coherence_with_overall': 0.23433196544647217}, 'Discussion': {'summary': 'discussion highlights the significance of RAG in advancing our understanding of', 'factual_verification': 'Verified', 'coherence_with_overall': 0.3170202374458313}, 'Conclusion': {'summary': 'conclusion, our experimental investigations of the RAG phenomenon have yielded a wealth', 'factual_verification': 'Verified', 'coherence_with_overall': 0.47242218255996704}}"
P064.pdf,Yes,"[0.06451207399368286, 1, 0.06448361277580261, 1, 0.2815238833427429, 1, 3, 0.8955477476119995, 1, 0.11469921469688416, 1]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.06451207399368286}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.06448361277580261}, 'Methodology': {'summary': 'methodology focuses on', 'factual_verification': 'Verified', 'coherence_with_overall': 0.2815238833427429}, 'Results': {'summary': 'results show that the model is able to generalize effectively to unseen tools, achieving performance', 'factual_verification': 'Verified', 'coherence_with_overall': 0.8955477476119995}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.11469921469688416}}"
P086.pdf,Yes,"[0.20626306533813477, 1, 0.1350248008966446, 1, 0.1673717498779297, 1, 1, 0.07239796966314316, 1, 0.9118576049804688, 1]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.20626306533813477}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.1350248008966446}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.1673717498779297}, 'Results': {'summary': 'Results', 'factual_verification': 'Verified', 'coherence_with_overall': 0.07239796966314316}, 'Conclusion': {'summary': 'conclusion, our research has shown that fossils are not just ancient relics of a bygone era, but are', 'factual_verification': 'Verified', 'coherence_with_overall': 0.9118576049804688}}"
P036.pdf,Yes,"[0.07014090567827225, 1, 0.05488310381770134, 1, 0.17618240416049957, 1, 1, 0.9139886498451233, 1, 0.2130807340145111, 1, 0.2836553454399109, 1]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.07014090567827225}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.05488310381770134}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.17618240416049957}, 'Results': {'summary': 'results of our experiments on the Gloopernack cheese:', 'factual_verification': 'Verified', 'coherence_with_overall': 0.9139886498451233}, 'Discussion': {'summary': 'discussions of transdimen-', 'factual_verification': 'Verified', 'coherence_with_overall': 0.2130807340145111}, 'Conclusion': {'summary': 'conclusions, which are then tested and refined through the process of experimentation', 'factual_verification': 'Verified', 'coherence_with_overall': 0.2836553454399109}}"
P054.pdf,Yes,"[0.16781175136566162, 1, 0.2753813862800598, 1, 0.48867130279541016, 1, 1, 0.7559306025505066, 1, 0.24087516963481903, 1]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.16781175136566162}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.2753813862800598}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.48867130279541016}, 'Results': {'summary': 'results. The methodologies developed during this challenge', 'factual_verification': 'Verified', 'coherence_with_overall': 0.7559306025505066}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.24087516963481903}}"
P031.pdf,Yes,"[0.12907040119171143, 1, 0.23910340666770935, 1, 0.24715398252010345, 1, 1, 0.6552896499633789, 1, 0.506454348564148, 1, 0.20878061652183533, 1]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.12907040119171143}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.23910340666770935}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.24715398252010345}, 'Results': {'summary': 'results and find underlying relations and causation. It works by taking a trained GNN model and', 'factual_verification': 'Verified', 'coherence_with_overall': 0.6552896499633789}, 'Discussion': {'summary': 'discussion platforms is a growing concern. This', 'factual_verification': 'Verified', 'coherence_with_overall': 0.506454348564148}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.20878061652183533}}"
P035.pdf,Yes,"[0.05765366554260254, 1, 0.029258880764245987, 1, 0.2187248319387436, 1, 1, 0.9406180381774902, 1, 0.0014355089515447617, 1]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.05765366554260254}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.029258880764245987}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.2187248319387436}, 'Results': {'summary': 'results, such as the optimization of delivery routes based on the simulated growth', 'factual_verification': 'Verified', 'coherence_with_overall': 0.9406180381774902}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.0014355089515447617}}"
P058.pdf,Yes,"[0.16274991631507874, 1, 0.09715670347213745, 1, 0.902520477771759, 1, 0.25845232605934143, 1, 0, 0]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.16274991631507874}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.09715670347213745}, 'Results': {'summary': 'results demonstrate that positional encoding helps RNNs manage a more diverse set of discrete inputs, effectively handling a larger', 'factual_verification': 'Verified', 'coherence_with_overall': 0.902520477771759}, 'Discussion': {'summary': 'Discussion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.25845232605934143}}"
P048.pdf,Yes,"[0.10015887022018433, 1, 0.07574380934238434, 1, 0.058496758341789246, 1, 1, 0.1642952412366867, 1, 0.9574941396713257, 1]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.10015887022018433}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.07574380934238434}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.058496758341789246}, 'Results': {'summary': 'results of our study show a significant correlation', 'factual_verification': 'Verified', 'coherence_with_overall': 0.1642952412366867}, 'Conclusion': {'summary': 'conclusion, the study of protein synthesis is a complex and multifaceted field, influenced by', 'factual_verification': 'Verified', 'coherence_with_overall': 0.9574941396713257}}"
P075.pdf,No,"[0.24346226453781128, 1, 0.2462765872478485, 1, 0.17689074575901031, 1, 0.2611221969127655, 1, 0, 0]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.24346226453781128}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.2462765872478485}, 'Results': {'summary': 'results.', 'factual_verification': 'Verified', 'coherence_with_overall': 0.17689074575901031}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.2611221969127655}}"
P051.pdf,Yes,"[0.3680838346481323, 1, 0.28124773502349854, 1, 0.21280041337013245, 1, 0.3288109004497528, 1, 0, 0]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.3680838346481323}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.28124773502349854}, 'Results': {'summary': 'results', 'factual_verification': 'Verified', 'coherence_with_overall': 0.21280041337013245}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.3288109004497528}}"
P043.pdf,Yes,"[0.1390945166349411, 1, 0.19776995480060577, 1, 0.3073643147945404, 1, 1, 0.07737483829259872, 1, 0.09468725323677063, 1, 0.9360357522964478, 1]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.1390945166349411}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.19776995480060577}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.3073643147945404}, 'Results': {'summary': 'results,', 'factual_verification': 'Verified', 'coherence_with_overall': 0.07737483829259872}, 'Discussion': {'summary': 'discussions', 'factual_verification': 'Verified', 'coherence_with_overall': 0.09468725323677063}, 'Conclusion': {'summary': 'conclusion, the flumplenook methodology, as', 'factual_verification': 'Verified', 'coherence_with_overall': 0.9360357522964478}}"
P026.pdf,Yes,"[0.4639447331428528, 1, 0.4288402497768402, 1, 0.4118797779083252, 1, 1, 0.6540237069129944, 1, 0.5151878595352173, 1]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.4639447331428528}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.4288402497768402}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.4118797779083252}, 'Results': {'summary': 'results suggest that', 'factual_verification': 'Verified', 'coherence_with_overall': 0.6540237069129944}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.5151878595352173}}"
P016.pdf,Yes,"[0.1696608066558838, 1, 0.21612727642059326, 1, 0.16973482072353363, 1, 2, 0.18322208523750305, 1, 0.9852682948112488, 1]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.1696608066558838}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.21612727642059326}, 'Methodology': {'summary': 'methodology for', 'factual_verification': 'Verified', 'coherence_with_overall': 0.16973482072353363}, 'Results': {'summary': 'results of the', 'factual_verification': 'Verified', 'coherence_with_overall': 0.18322208523750305}, 'Conclusion': {'summary': 'conclusion, the exploration of Bayesian theology and its application to extra-terrestrial diplomacy', 'factual_verification': 'Verified', 'coherence_with_overall': 0.9852682948112488}}"
P037.pdf,Yes,"[0.24618348479270935, 1, 0.23114225268363953, 1, 0.8239949941635132, 1, 0.3574446141719818, 1, 0, 0]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.24618348479270935}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.23114225268363953}, 'Results': {'summary': 'results can be achieved on datasets using different', 'factual_verification': 'Verified', 'coherence_with_overall': 0.8239949941635132}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.3574446141719818}}"
P015.pdf,Yes,"[0.2906345725059509, 1, 0.2629314661026001, 1, 0.7398056983947754, 1, 8, 0.3997011184692383, 1, 0.4784301519393921, 1]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.2906345725059509}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.2629314661026001}, 'Methodology': {'summary': 'methodology, they conducted an interaction operation at each', 'factual_verification': 'Verified', 'coherence_with_overall': 0.7398056983947754}, 'Results': {'summary': 'results on the', 'factual_verification': 'Verified', 'coherence_with_overall': 0.3997011184692383}, 'Conclusion': {'summary': 'Conclusion and Future Work', 'factual_verification': 'Verified', 'coherence_with_overall': 0.4784301519393921}}"
P038.pdf,Yes,"[0.11271580308675766, 1, 0.09008406102657318, 1, 0.13894478976726532, 1, 1, 0.43913978338241577, 1, 0.8882457613945007, 1]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.11271580308675766}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.09008406102657318}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.13894478976726532}, 'Results': {'summary': 'results have shown that the use of specific meditation techniques can, in fact, alter the', 'factual_verification': 'Verified', 'coherence_with_overall': 0.43913978338241577}, 'Conclusion': {'summary': 'conclusion, the study of caffeine diffusion patterns in holographically prepared espresso foam is a', 'factual_verification': 'Verified', 'coherence_with_overall': 0.8882457613945007}}"
P033.pdf,Yes,"[0.2563732862472534, 1, 0.2212298959493637, 1, 0.318683922290802, 1, 0.4511387348175049, 1, 0, 0]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.2563732862472534}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.2212298959493637}, 'Results': {'summary': 'results further.', 'factual_verification': 'Verified', 'coherence_with_overall': 0.318683922290802}, 'Conclusion': {'summary': 'Conclusions and Future Work', 'factual_verification': 'Verified', 'coherence_with_overall': 0.4511387348175049}}"
P027.pdf,Yes,"[0.18555626273155212, 1, 0.18690048158168793, 1, 0.19115912914276123, 1, 1, 0.8390946984291077, 1, 0.23895300924777985, 1]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.18555626273155212}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.18690048158168793}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.19115912914276123}, 'Results': {'summary': 'results are obtained on a Twitter sentiment analysis task.', 'factual_verification': 'Verified', 'coherence_with_overall': 0.8390946984291077}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.23895300924777985}}"
P025.pdf,Yes,"[0.014903762377798557, 1, 0.039151787757873535, 1, 0.9647884368896484, 1, 0.014112617820501328, 1, 0.06281692534685135, 1]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.014903762377798557}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.039151787757873535}, 'Results': {'summary': 'results have been obtained by parametric scene parsing techniques on datasets with a', 'factual_verification': 'Verified', 'coherence_with_overall': 0.9647884368896484}, 'Discussion': {'summary': 'Discussion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.014112617820501328}, 'Conclusion': {'summary': 'conclusion. An', 'factual_verification': 'Verified', 'coherence_with_overall': 0.06281692534685135}}"
P013.pdf,Yes,"[0.33577701449394226, 1, 0.40974101424217224, 1, 0.5253772735595703, 1, 1, 0.5723863244056702, 1, 0.35713836550712585, 1]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.33577701449394226}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.40974101424217224}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.5253772735595703}, 'Results': {'summary': 'results in many domains, among', 'factual_verification': 'Verified', 'coherence_with_overall': 0.5723863244056702}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.35713836550712585}}"
P063.pdf,Yes,"[0.27138468623161316, 1, 0.35146644711494446, 1, 0.1501290649175644, 1, 0.6690635681152344, 1, 0, 0]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.27138468623161316}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.35146644711494446}, 'Results': {'summary': 'Results', 'factual_verification': 'Verified', 'coherence_with_overall': 0.1501290649175644}, 'Discussion': {'summary': 'discussion to overcome this barrier.', 'factual_verification': 'Verified', 'coherence_with_overall': 0.6690635681152344}}"
P020.pdf,Yes,"[0.30507874488830566, 1, 0.1500469148159027, 1, 0.06817338615655899, 1, 1, 0.7448015809059143, 1, 0.6032231450080872, 1, 0.1489439606666565, 1]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.30507874488830566}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.1500469148159027}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.06817338615655899}, 'Results': {'summary': 'results, particularly in the context of amyloidogenic diseases,', 'factual_verification': 'Verified', 'coherence_with_overall': 0.7448015809059143}, 'Discussion': {'summary': 'discussions about the potential for life on other planets and the possibility of', 'factual_verification': 'Verified', 'coherence_with_overall': 0.6032231450080872}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.1489439606666565}}"
P074.pdf,Yes,"[0.26242461800575256, 1, 0.36575615406036377, 1, 0.5104400515556335, 1, 1, 0.20126570761203766, 1, 0.36217212677001953, 1]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.26242461800575256}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.36575615406036377}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.5104400515556335}, 'Results': {'summary': 'results.', 'factual_verification': 'Verified', 'coherence_with_overall': 0.20126570761203766}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.36217212677001953}}"
P018.pdf,Yes,"[0.5153416395187378, 1, 0.41450929641723633, 1, 0.4951612651348114, 1, 1, 0.5850260257720947, 1, 0.530623733997345, 1]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.5153416395187378}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.41450929641723633}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.4951612651348114}, 'Results': {'summary': 'results demonstrate', 'factual_verification': 'Verified', 'coherence_with_overall': 0.5850260257720947}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.530623733997345}}"
P042.pdf,Yes,"[-0.02509680762887001, 1, -0.0315982848405838, 1, 0.8757030963897705, 1, -0.011890147812664509, 1, -0.017411915585398674, 1]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': -0.02509680762887001}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': -0.0315982848405838}, 'Results': {'summary': 'results in smoother transformations on lower-quality images.', 'factual_verification': 'Verified', 'coherence_with_overall': 0.8757030963897705}, 'Discussion': {'summary': 'Discussion and Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': -0.011890147812664509}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': -0.017411915585398674}}"
P044.pdf,Yes,"[0.18568947911262512, 1, 0.10401089489459991, 1, 0.7817614674568176, 1, 0.2014399766921997, 1, 0, 0]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.18568947911262512}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.10401089489459991}, 'Results': {'summary': 'results archived at the University of Utah, which include several parameters', 'factual_verification': 'Verified', 'coherence_with_overall': 0.7817614674568176}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.2014399766921997}}"
P024.pdf,Yes,"[0.4341928958892822, 1, 0.402856707572937, 1, 0.5318941473960876, 1, 1, 0.5272369980812073, 1, 0.45181065797805786, 1]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.4341928958892822}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.402856707572937}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.5318941473960876}, 'Results': {'summary': 'results provide valuable', 'factual_verification': 'Verified', 'coherence_with_overall': 0.5272369980812073}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.45181065797805786}}"
P028.pdf,Yes,"[0.3680838346481323, 1, 0.28124773502349854, 1, 0.21280041337013245, 1, 0.3288109004497528, 1, 0, 0]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.3680838346481323}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.28124773502349854}, 'Results': {'summary': 'Results', 'factual_verification': 'Verified', 'coherence_with_overall': 0.21280041337013245}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.3288109004497528}}"
P006.pdf,Yes,"[0.13767561316490173, 1, 0.09122677147388458, 1, 0.09511391818523407, 1, 1, 0.48474475741386414, 1, 0.7130091786384583, 1]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.13767561316490173}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.09122677147388458}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.09511391818523407}, 'Results': {'summary': 'results showed that certain genres of music, particularly', 'factual_verification': 'Verified', 'coherence_with_overall': 0.48474475741386414}, 'Conclusion': {'summary': 'conclusion, our study has revealed a fascinating world of microbial diversity in marine ecosystems,', 'factual_verification': 'Verified', 'coherence_with_overall': 0.7130091786384583}}"
P040.pdf,Yes,"[0.3445836901664734, 1, 0.3999013304710388, 1, 0.7484272718429565, 1, 7, 0.24297355115413666, 1, 0.33268097043037415, 1]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.3445836901664734}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.3999013304710388}, 'Methodology': {'summary': 'methodology provides immediate feedback, enabling real-time iterations', 'factual_verification': 'Verified', 'coherence_with_overall': 0.7484272718429565}, 'Results': {'summary': 'results to directly', 'factual_verification': 'Verified', 'coherence_with_overall': 0.24297355115413666}, 'Discussion': {'summary': 'Discussion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.33268097043037415}}"
